claim_id,country_code,country_name,year,year_label,end_year,title,summary,category,era_id,canonical_url,history_updated
TL:HUN:event:1956:the-hungarian-revolution-of-1956,HUN,Hungary,1956,23 Oct – 4 Nov 1956,1956,The Hungarian Revolution of 1956,"A nationwide rising under premier Imre Nagy declared Hungary's withdrawal from the Warsaw Pact; the Soviet army crushed it on 4 November, killing some 2,500 Hungarians and driving about 200,000 into exile.",war,communism-1956-and-the-return-to-europe,https://terralore.co/country/HUN/chronicle#ev-1956-the-hungarian-revolution-of-1956,2026-06-13
TL:HUN:event:1968:goulash-communism-and-the-new-economic-mechanism,HUN,Hungary,1968,1968,,'Goulash communism' and the New Economic Mechanism,"János Kádár's reforms admitted limited market forces and private enterprise, giving Hungarians a relative prosperity and freedom unusual in the Soviet bloc.",economy,communism-1956-and-the-return-to-europe,https://terralore.co/country/HUN/chronicle#ev-1968-goulash-communism-and-the-new-economic-mechanism,2026-06-13
TL:HUN:event:1989:the-pan-european-picnic-and-the-opening-of-the,HUN,Hungary,1989,19 Aug 1989,,The Pan-European Picnic and the opening of the border,A border gate opened near Sopron let some 700 East Germans flee west; Hungary's subsequent full opening of its frontier breached the Iron Curtain and helped bring down the Berlin Wall.,independence,communism-1956-and-the-return-to-europe,https://terralore.co/country/HUN/chronicle#ev-1989-the-pan-european-picnic-and-the-opening-of-the,2026-06-13
TL:HUN:event:1989:proclamation-of-the-republic,HUN,Hungary,1989,23 Oct 1989,,Proclamation of the republic,"On the anniversary of the 1956 rising Hungary proclaimed itself a free republic, ending four decades of communist rule and beginning its transition to democracy.",independence,communism-1956-and-the-return-to-europe,https://terralore.co/country/HUN/chronicle#ev-1989-proclamation-of-the-republic,2026-06-13
TL:HUN:event:2004:accession-to-nato-and-the-european-union,HUN,Hungary,2004,1 May 2004,,Accession to NATO and the European Union,"Having joined NATO on 12 March 1999, Hungary acceded to the European Union on 1 May 2004 in the bloc's largest single enlargement, completing its return to the West.",politics,communism-1956-and-the-return-to-europe,https://terralore.co/country/HUN/chronicle#ev-2004-accession-to-nato-and-the-european-union,2026-06-13
TL:IDN:event:671:rise-of-the-srivijaya-thalassocracy,IDN,Indonesia,671,c. 671 CE,1025,Rise of the Srivijaya thalassocracy,"From its base at Palembang in Sumatra, the Buddhist kingdom of Srivijaya comes to dominate maritime trade through the Straits of Malacca and Sunda and becomes a renowned centre of Buddhist scholarship.",founding,early-peoples-and-hindu-buddhist-kingdoms,https://terralore.co/country/IDN/chronicle#ev-671-rise-of-the-srivijaya-thalassocracy,2026-06-13
TL:IDN:event:780:construction-of-borobudur,IDN,Indonesia,780,c. 780–850 CE,850,Construction of Borobudur,"Under the Sailendra dynasty in central Java the great Buddhist monument of Borobudur is built; the world's largest Buddhist temple, it is today a UNESCO World Heritage Site.",religion,early-peoples-and-hindu-buddhist-kingdoms,https://terralore.co/country/IDN/chronicle#ev-780-construction-of-borobudur,2026-06-13
TL:IDN:event:1293:founding-of-the-majapahit-empire,IDN,Indonesia,1293,1293,,Founding of the Majapahit empire,"Raden Wijaya establishes Majapahit in eastern Java, which grows into the most powerful Hindu-Buddhist empire of the archipelago.",founding,early-peoples-and-hindu-buddhist-kingdoms,https://terralore.co/country/IDN/chronicle#ev-1293-founding-of-the-majapahit-empire,2026-06-13
TL:IDN:event:1350:majapahit-s-golden-age-under-hayam-wuruk,IDN,Indonesia,1350,1350–1389,1389,Majapahit's golden age under Hayam Wuruk,"Under King Hayam Wuruk and his prime minister Gajah Mada, Majapahit reaches its height, projecting power and trade across much of the archipelago.",politics,early-peoples-and-hindu-buddhist-kingdoms,https://terralore.co/country/IDN/chronicle#ev-1350-majapahit-s-golden-age-under-hayam-wuruk,2026-06-13
TL:IDN:event:1297:islam-takes-root-in-northern-sumatra,IDN,Indonesia,1297,late 13th c.,,Islam takes root in northern Sumatra,"The early Muslim sultanate of Samudera Pasai in northern Sumatra marks the establishment of Islam in the archipelago, spread by traders along the maritime routes.",religion,spread-of-islam-and-the-spice-sultanates,https://terralore.co/country/IDN/chronicle#ev-1297-islam-takes-root-in-northern-sumatra,2026-06-13
TL:IDN:event:1475:rise-of-the-demak-sultanate-on-java,IDN,Indonesia,1475,c. 1475,1554,Rise of the Demak Sultanate on Java,Demak emerges as the first major Islamic state on Java and a base from which Islam spreads across the island as Majapahit's power collapses.,religion,spread-of-islam-and-the-spice-sultanates,https://terralore.co/country/IDN/chronicle#ev-1475-rise-of-the-demak-sultanate-on-java,2026-06-13
TL:IDN:event:1500:spice-sultanates-of-ternate-tidore-and-aceh,IDN,Indonesia,1500,16th century,1600,"Spice sultanates of Ternate, Tidore and Aceh flourish","Muslim sultanates controlling the clove, nutmeg and pepper trade grow rich and powerful, making the archipelago the hub of a global spice economy.",economy,spread-of-islam-and-the-spice-sultanates,https://terralore.co/country/IDN/chronicle#ev-1500-spice-sultanates-of-ternate-tidore-and-aceh,2026-06-13
TL:IDN:event:1511:portuguese-capture-of-malacca,IDN,Indonesia,1511,1511,,Portuguese capture of Malacca,"Afonso de Albuquerque seizes the trading city of Malacca, beginning sustained European involvement in the archipelago's spice trade.",colonization,portuguese-and-dutch-colonialism-the-voc,https://terralore.co/country/IDN/chronicle#ev-1511-portuguese-capture-of-malacca,2026-06-13
TL:IDN:event:1602:founding-of-the-dutch-east-india-company-voc,IDN,Indonesia,1602,20 Mar 1602,,Founding of the Dutch East India Company (VOC),"The Dutch Republic charters the VOC with sweeping powers to trade, wage war and govern, launching nearly two centuries of company rule in the Indies.",colonization,portuguese-and-dutch-colonialism-the-voc,https://terralore.co/country/IDN/chronicle#ev-1602-founding-of-the-dutch-east-india-company-voc,2026-06-13
TL:IDN:event:1619:founding-of-batavia,IDN,Indonesia,1619,1619,,Founding of Batavia,Governor-General Jan Pieterszoon Coen storms Jayakarta and builds Batavia (modern Jakarta) as the VOC's Asian headquarters.,colonization,portuguese-and-dutch-colonialism-the-voc,https://terralore.co/country/IDN/chronicle#ev-1619-founding-of-batavia,2026-06-13
TL:IDN:event:1621:the-banda-massacre,IDN,Indonesia,1621,1621,,The Banda massacre,"To enforce the nutmeg monopoly, Coen's forces kill, starve, enslave or deport almost the entire population of the Banda Islands, an atrocity that destroys Bandanese society.",war,portuguese-and-dutch-colonialism-the-voc,https://terralore.co/country/IDN/chronicle#ev-1621-the-banda-massacre,2026-06-13
TL:IDN:event:1799:dissolution-of-the-voc,IDN,Indonesia,1799,31 Dec 1799,,Dissolution of the VOC,"Bankrupt after decades of war, debt and corruption, the VOC is dissolved and its possessions pass to the Dutch state, ushering in direct colonial rule.",politics,portuguese-and-dutch-colonialism-the-voc,https://terralore.co/country/IDN/chronicle#ev-1799-dissolution-of-the-voc,2026-06-13
TL:IDN:event:1830:the-cultivation-system,IDN,Indonesia,1830,1830,1870,The Cultivation System,"The Dutch impose the Cultuurstelsel, forcing Javanese peasants to grow export crops for the colonial state; it enriches the Netherlands while causing widespread hardship and local famines.",economy,dutch-east-indies-and-national-awakening,https://terralore.co/country/IDN/chronicle#ev-1830-the-cultivation-system,2026-06-13
TL:IDN:event:1908:founding-of-budi-utomo,IDN,Indonesia,1908,1908,,Founding of Budi Utomo,"The cultural society Budi Utomo is founded, widely regarded as the start of organised Indonesian nationalism and the National Awakening.",politics,dutch-east-indies-and-national-awakening,https://terralore.co/country/IDN/chronicle#ev-1908-founding-of-budi-utomo,2026-06-13
TL:IDN:event:1927:sukarno-founds-the-indonesian-national-party,IDN,Indonesia,1927,1927,,Sukarno founds the Indonesian National Party,"Sukarno establishes the PNI, demanding full independence and giving the nationalist movement a charismatic mass leader.",politics,dutch-east-indies-and-national-awakening,https://terralore.co/country/IDN/chronicle#ev-1927-sukarno-founds-the-indonesian-national-party,2026-06-13
TL:IDN:event:1928:the-youth-pledge-sumpah-pemuda,IDN,Indonesia,1928,28 Oct 1928,,The Youth Pledge (Sumpah Pemuda),"Young nationalists vow to recognise one Indonesian motherland, nation and language, a foundational moment in forging a unified national identity.",politics,dutch-east-indies-and-national-awakening,https://terralore.co/country/IDN/chronicle#ev-1928-the-youth-pledge-sumpah-pemuda,2026-06-13
TL:IDN:event:1942:japanese-occupation-of-the-indies,IDN,Indonesia,1942,1942,1945,Japanese occupation of the Indies,"Japan conquers the Dutch East Indies, ending Dutch rule; its occupation brings forced labour and hardship but also mobilises and arms Indonesian nationalists.",war,japanese-occupation-independence-and-revolution,https://terralore.co/country/IDN/chronicle#ev-1942-japanese-occupation-of-the-indies,2026-06-13
TL:IDN:event:1945:proclamation-of-independence,IDN,Indonesia,1945,17 Aug 1945,,Proclamation of Independence,"Sukarno and Mohammad Hatta proclaim Indonesia an independent republic in Jakarta, days after Japan's surrender; they become president and vice-president the next day.",independence,japanese-occupation-independence-and-revolution,https://terralore.co/country/IDN/chronicle#ev-1945-proclamation-of-independence,2026-06-13
TL:IDN:event:1945:the-indonesian-national-revolution,IDN,Indonesia,1945,1945–1949,1949,The Indonesian National Revolution,"Indonesians wage a four-year armed and diplomatic struggle against Dutch attempts to reimpose colonial rule, enduring two major Dutch offensives and heavy losses.",war,japanese-occupation-independence-and-revolution,https://terralore.co/country/IDN/chronicle#ev-1945-the-indonesian-national-revolution,2026-06-13
TL:IDN:event:1949:recognition-of-sovereignty,IDN,Indonesia,1949,27 Dec 1949,,Recognition of sovereignty,"Following the Round Table Conference in The Hague, the Netherlands formally transfers sovereignty and recognises the independence of Indonesia.",independence,japanese-occupation-independence-and-revolution,https://terralore.co/country/IDN/chronicle#ev-1949-recognition-of-sovereignty,2026-06-13
TL:IDN:event:1965:the-anti-communist-mass-killings,IDN,Indonesia,1965,1965–1966,1966,The anti-communist mass killings,"Following the 30 September coup attempt blamed on the PKI, an army-led purge kills an estimated 500,000 to over a million suspected communists and others, a vast atrocity that paves Suharto's path to power.",war,sukarno-the-new-order-and-democratic-indonesia,https://terralore.co/country/IDN/chronicle#ev-1965-the-anti-communist-mass-killings,2026-06-13
TL:IDN:event:1968:suharto-s-new-order,IDN,Indonesia,1968,1968,1998,Suharto's New Order,"Suharto formally becomes president and rules for over three decades, delivering growth and stability through authoritarian control, military dominance and pervasive corruption.",politics,sukarno-the-new-order-and-democratic-indonesia,https://terralore.co/country/IDN/chronicle#ev-1968-suharto-s-new-order,2026-06-13
TL:IDN:event:1998:fall-of-suharto-and-reformasi,IDN,Indonesia,1998,21 May 1998,,Fall of Suharto and Reformasi,"Amid economic collapse and mass protests, Suharto resigns after 32 years in power, launching the Reformasi era of democratic reform and decentralisation.",politics,sukarno-the-new-order-and-democratic-indonesia,https://terralore.co/country/IDN/chronicle#ev-1998-fall-of-suharto-and-reformasi,2026-06-13
TL:IDN:event:2004:first-direct-presidential-election,IDN,Indonesia,2004,2004,,First direct presidential election,"Indonesians directly elect their president for the first time, consolidating one of the world's largest democracies after the authoritarian New Order.",politics,sukarno-the-new-order-and-democratic-indonesia,https://terralore.co/country/IDN/chronicle#ev-2004-first-direct-presidential-election,2026-06-13
TL:IND:event:2600bce:mature-urban-phase-of-the-indus-cities,IND,India,-2600,c. 2600 BCE,-1900,Mature urban phase of the Indus cities,"Harappa, Mohenjo-daro and hundreds of other settlements reach their peak, with grid-planned streets, advanced drainage and standardised weights across a vast trading network.",founding,indus-valley-civilisation,https://terralore.co/country/IND/chronicle#ev-2600bce-mature-urban-phase-of-the-indus-cities,2026-06-13
TL:IND:event:2600bce:mohenjo-daro-flourishes,IND,India,-2600,c. 2600 BCE,,Mohenjo-daro flourishes,"Mohenjo-daro, on the Indus in modern Pakistan, becomes one of the civilisation's largest cities and is today a UNESCO World Heritage Site renowned for its Great Bath and citadel.",culture,indus-valley-civilisation,https://terralore.co/country/IND/chronicle#ev-2600bce-mohenjo-daro-flourishes,2026-06-13
TL:IND:event:1900bce:decline-of-the-harappan-cities,IND,India,-1900,c. 1900 BCE,-1500,Decline of the Harappan cities,"The major cities are gradually abandoned as weakening monsoons and shifting rivers undermine the agricultural base, marking the end of the civilisation's urban phase.",disaster,indus-valley-civilisation,https://terralore.co/country/IND/chronicle#ev-1900bce-decline-of-the-harappan-cities,2026-06-13
TL:IND:event:1500bce:composition-of-the-rigveda,IND,India,-1500,c. 1500 BCE,-1000,Composition of the Rigveda,"The Rigveda, the oldest Vedic text and a foundational scripture of Hinduism, is composed in early Sanskrit and preserved through oral tradition.",religion,vedic-age-and-the-great-religions,https://terralore.co/country/IND/chronicle#ev-1500bce-composition-of-the-rigveda,2026-06-13
TL:IND:event:500bce:rise-of-the-buddha-and-mahavira,IND,India,-500,c. 500 BCE,,Rise of the Buddha and Mahavira,"Siddhartha Gautama (the Buddha) founds Buddhism and Mahavira reforms Jainism, launching two enduring religions amid a wider questioning of Vedic ritual.",religion,vedic-age-and-the-great-religions,https://terralore.co/country/IND/chronicle#ev-500bce-rise-of-the-buddha-and-mahavira,2026-06-13
TL:IND:event:322bce:chandragupta-maurya-founds-the-maurya-empire,IND,India,-322,c. 322 BCE,,Chandragupta Maurya founds the Maurya Empire,"Chandragupta Maurya overthrows the Nanda dynasty and builds the first empire to unify most of the subcontinent, with its capital at Pataliputra.",founding,classical-empires-maurya-and-gupta,https://terralore.co/country/IND/chronicle#ev-322bce-chandragupta-maurya-founds-the-maurya-empire,2026-06-13
TL:IND:event:261bce:ashoka-s-conquest-of-kalinga-and-conversion,IND,India,-261,c. 261 BCE,,Ashoka's conquest of Kalinga and conversion,"After the devastating Kalinga war, Emperor Ashoka embraces Buddhism, renounces conquest, and spreads an ethic of dharma through inscribed edicts across his vast empire.",religion,classical-empires-maurya-and-gupta,https://terralore.co/country/IND/chronicle#ev-261bce-ashoka-s-conquest-of-kalinga-and-conversion,2026-06-13
TL:IND:event:320:gupta-golden-age,IND,India,320,c. 320 CE,550,Gupta golden age,"The Gupta Empire presides over a classical flowering of Sanskrit literature, mathematics and astronomy, including the works of Kalidasa and Aryabhata and the maturing of the decimal system.",culture,classical-empires-maurya-and-gupta,https://terralore.co/country/IND/chronicle#ev-320-gupta-golden-age,2026-06-13
TL:IND:event:1206:founding-of-the-delhi-sultanate,IND,India,1206,1206,,Founding of the Delhi Sultanate,"Qutb al-Din Aibak establishes independent rule at Delhi, beginning a 320-year succession of Islamic dynasties that reshape the politics and culture of northern India.",politics,delhi-sultanate-and-mughal-empire,https://terralore.co/country/IND/chronicle#ev-1206-founding-of-the-delhi-sultanate,2026-06-13
TL:IND:event:1526:babur-founds-the-mughal-empire,IND,India,1526,1526,,Babur founds the Mughal Empire,"Babur defeats Ibrahim Lodi at the First Battle of Panipat, ending the Delhi Sultanate and establishing the Mughal Empire, which would rule much of the subcontinent for over two centuries.",war,delhi-sultanate-and-mughal-empire,https://terralore.co/country/IND/chronicle#ev-1526-babur-founds-the-mughal-empire,2026-06-13
TL:IND:event:1556:reign-of-akbar,IND,India,1556,1556,1605,Reign of Akbar,"Akbar the Great consolidates and expands the empire, reforms its administration with the mansabdari system, and pursues a policy of religious tolerance and cultural synthesis.",politics,delhi-sultanate-and-mughal-empire,https://terralore.co/country/IND/chronicle#ev-1556-reign-of-akbar,2026-06-13
TL:IND:event:1707:death-of-aurangzeb-and-mughal-decline,IND,India,1707,1707,,Death of Aurangzeb and Mughal decline,"Aurangzeb dies after extending the empire to its greatest extent; his costly wars and religious policies leave the Mughal state weakened, and its authority rapidly fragments thereafter.",politics,delhi-sultanate-and-mughal-empire,https://terralore.co/country/IND/chronicle#ev-1707-death-of-aurangzeb-and-mughal-decline,2026-06-13
TL:IND:event:1757:battle-of-plassey,IND,India,1757,23 Jun 1757,,Battle of Plassey,"Robert Clive's East India Company forces defeat the Nawab of Bengal, marking the beginning of British political and military dominance in India.",colonization,east-india-company-and-the-raj,https://terralore.co/country/IND/chronicle#ev-1757-battle-of-plassey,2026-06-13
TL:IND:event:1858:british-crown-rule-begins,IND,India,1858,1858,,British Crown rule begins,"After the suppression of the 1857 rebellion, the Crown abolishes East India Company rule and assumes direct governance of India, beginning the British Raj.",colonization,east-india-company-and-the-raj,https://terralore.co/country/IND/chronicle#ev-1858-british-crown-rule-begins,2026-06-13
TL:IND:event:1930:the-salt-march,IND,India,1930,12 Mar 1930,,The Salt March,"Gandhi leads a 24-day march to the sea to make salt in defiance of the British salt monopoly, galvanising mass non-violent resistance against colonial rule.",politics,east-india-company-and-the-raj,https://terralore.co/country/IND/chronicle#ev-1930-the-salt-march,2026-06-13
TL:IND:event:1943:bengal-famine,IND,India,1943,1943,,Bengal famine,"An estimated two to three million people die in Bengal in a man-made famine driven by wartime inflation, export priorities and colonial policy rather than any major shortfall in food production.",disaster,east-india-company-and-the-raj,https://terralore.co/country/IND/chronicle#ev-1943-bengal-famine,2026-06-13
TL:IND:event:1947:independence-and-partition,IND,India,1947,15 Aug 1947,,Independence and Partition,"India becomes independent from Britain under Prime Minister Nehru as the subcontinent is partitioned into India and Pakistan, unleashing mass migration and communal violence.",independence,independence-partition-and-the-republic,https://terralore.co/country/IND/chronicle#ev-1947-independence-and-partition,2026-06-13
TL:IND:event:1947:partition-violence-and-mass-migration,IND,India,1947,1947–1948,,Partition violence and mass migration,Up to 12–20 million people are uprooted and an estimated one to two million die in massacres and forced migration along the new India–Pakistan border.,migration,independence-partition-and-the-republic,https://terralore.co/country/IND/chronicle#ev-1947-partition-violence-and-mass-migration,2026-06-13
TL:IND:event:1950:constitution-and-the-republic,IND,India,1950,26 Jan 1950,,Constitution and the Republic,"The Constitution of India comes into force, making India a sovereign democratic republic with universal suffrage and fundamental rights; the day is celebrated as Republic Day.",politics,independence-partition-and-the-republic,https://terralore.co/country/IND/chronicle#ev-1950-constitution-and-the-republic,2026-06-13
TL:IRL:event:431:palladius-sent-to-the-irish,IRL,Ireland,431,431,,Palladius sent to the Irish,"Pope Celestine I commissioned the bishop Palladius as the first bishop 'to the Irish believing in Christ', marking the formal arrival of organised Christianity on the island.",religion,gaelic-ireland-and-the-monastic-golden-age,https://terralore.co/country/IRL/chronicle#ev-431-palladius-sent-to-the-irish,2026-08-22
TL:IRL:event:432:the-mission-of-st-patrick,IRL,Ireland,432,5th century,,The mission of St Patrick,"The British-born missionary Patrick, traditionally active from the 430s, evangelised much of Ireland, secured toleration for Christians and fostered a native clergy and monasticism; his feast is 17 March.",religion,gaelic-ireland-and-the-monastic-golden-age,https://terralore.co/country/IRL/chronicle#ev-432-the-mission-of-st-patrick,2026-08-22
TL:IRL:event:563:columba-founds-iona,IRL,Ireland,563,563,,Columba founds Iona,"The Irish monk Columba established the monastery of Iona off western Scotland, a launching point for the spread of Christianity and Irish learning into Scotland and Northumbria.",religion,gaelic-ireland-and-the-monastic-golden-age,https://terralore.co/country/IRL/chronicle#ev-563-columba-founds-iona,2026-08-22
TL:IRL:event:600:the-monastic-golden-age,IRL,Ireland,600,6th–8th c.,795,The monastic golden age,"Monasteries such as Clonard, Clonmacnoise and Bangor became renowned centres of learning whose scribes copied Western literature and produced illuminated manuscripts, while Irish missionaries evangelised Europe.",culture,gaelic-ireland-and-the-monastic-golden-age,https://terralore.co/country/IRL/chronicle#ev-600-the-monastic-golden-age,2026-08-22
TL:IRL:event:795:first-viking-raids-on-ireland,IRL,Ireland,795,795,,First Viking raids on Ireland,"Scandinavian raiders struck Rathlin Island in 795, beginning decades of assaults on the rich coastal monasteries recorded with alarm in the Irish annals.",war,vikings-brian-boru-and-clontarf,https://terralore.co/country/IRL/chronicle#ev-795-first-viking-raids-on-ireland,2026-08-22
TL:IRL:event:841:founding-of-dublin-as-a-longphort,IRL,Ireland,841,841,,Founding of Dublin as a longphort,"The Vikings built a fortified ship-camp (longphort) at Dublin in 841 and overwintered there, founding what would become Ireland's most important town and a hub of Norse trade.",founding,vikings-brian-boru-and-clontarf,https://terralore.co/country/IRL/chronicle#ev-841-founding-of-dublin-as-a-longphort,2026-08-22
TL:IRL:event:1002:brian-boru-becomes-high-king,IRL,Ireland,1002,c. 1002,,Brian Boru becomes High King,"Brian Boru of the Dál Cais of Munster made himself High King of Ireland around 1002, the most powerful ruler the island had known and a claimant to authority over all of Ireland.",politics,vikings-brian-boru-and-clontarf,https://terralore.co/country/IRL/chronicle#ev-1002-brian-boru-becomes-high-king,2026-08-22
TL:IRL:event:1014:battle-of-clontarf,IRL,Ireland,1014,23 Apr 1014,,Battle of Clontarf,"On Good Friday 1014 Brian Boru's army defeated the Norse of Dublin and the men of Leinster near Dublin, breaking Viking political power in Ireland; Brian was killed in the battle.",war,vikings-brian-boru-and-clontarf,https://terralore.co/country/IRL/chronicle#ev-1014-battle-of-clontarf,2026-08-22
TL:IRL:event:1169:anglo-norman-landing-in-ireland,IRL,Ireland,1169,1169,,Anglo-Norman landing in Ireland,"At the invitation of the exiled Leinster king Diarmait Mac Murchada, Anglo-Norman, Welsh and Flemish forces landed in Wexford in 1169, beginning centuries of English involvement in Ireland.",war,anglo-norman-invasion-and-conquest,https://terralore.co/country/IRL/chronicle#ev-1169-anglo-norman-landing-in-ireland,2026-08-22
TL:IRL:event:1171:henry-ii-and-the-lordship-of-ireland,IRL,Ireland,1171,1171,,Henry II and the Lordship of Ireland,"Henry II landed at Waterford in 1171, the first English king in Ireland, and established the Lordship of Ireland; in 1177 he made his son John 'Lord of Ireland'.",politics,anglo-norman-invasion-and-conquest,https://terralore.co/country/IRL/chronicle#ev-1171-henry-ii-and-the-lordship-of-ireland,2026-08-22
TL:IRL:event:1609:flight-of-the-earls-and-the-plantation-of-ulster,IRL,Ireland,1609,1607–1609,1610,Flight of the Earls and the Plantation of Ulster,"After the Gaelic earls fled Ireland in 1607, King James I planted English and Scottish Protestant settlers across confiscated lands in Ulster from 1609, embedding a lasting religious and political division.",colonization,anglo-norman-invasion-and-conquest,https://terralore.co/country/IRL/chronicle#ev-1609-flight-of-the-earls-and-the-plantation-of-ulster,2026-08-22
TL:IRL:event:1649:cromwellian-conquest,IRL,Ireland,1649,1649,,Cromwellian conquest,Oliver Cromwell's parliamentary army stormed Drogheda and Wexford with notorious massacres; the conquest was followed by the 1652 Act for the Settlement of Ireland and the mass confiscation of Catholic land.,war,anglo-norman-invasion-and-conquest,https://terralore.co/country/IRL/chronicle#ev-1649-cromwellian-conquest,2026-08-22
TL:IRL:event:1691:williamite-victory-and-the-penal-era,IRL,Ireland,1691,1690–1691,,Williamite victory and the Penal era,"The Protestant William III defeated the Catholic James II at the Boyne in 1690 and Limerick in 1691, after which the Protestant Ascendancy entrenched its rule through the anti-Catholic Penal Laws.",politics,anglo-norman-invasion-and-conquest,https://terralore.co/country/IRL/chronicle#ev-1691-williamite-victory-and-the-penal-era,2026-08-22
TL:IRL:event:1801:act-of-union,IRL,Ireland,1801,1 Jan 1801,,Act of Union,"The Act of Union merged the Kingdom of Ireland with Great Britain into the United Kingdom on 1 January 1801, abolishing the Irish Parliament and placing Ireland under direct rule from Westminster.",politics,union-famine-and-the-national-movement,https://terralore.co/country/IRL/chronicle#ev-1801-act-of-union,2026-08-22
TL:IRL:event:1845:the-great-famine-an-gorta-mor,IRL,Ireland,1845,1845–1852,1852,The Great Famine (An Gorta Mór),"Potato blight destroyed Ireland's staple crop from 1845; about a million people died and a million more emigrated, and the population fell sharply even as food continued to be exported amid an inadequate British relief effort.",disaster,union-famine-and-the-national-movement,https://terralore.co/country/IRL/chronicle#ev-1845-the-great-famine-an-gorta-mor,2026-08-22
TL:IRL:event:1879:the-land-league-and-the-land-war,IRL,Ireland,1879,1879,,The Land League and the Land War,"The Irish National Land League, founded in 1879 with Charles Stewart Parnell as president, mobilised tenant farmers against landlordism, opening the 'Land War' over rents and ownership.",politics,union-famine-and-the-national-movement,https://terralore.co/country/IRL/chronicle#ev-1879-the-land-league-and-the-land-war,2026-08-22
TL:IRL:event:1886:the-home-rule-bills,IRL,Ireland,1886,1886 & 1893,1893,The Home Rule bills,"Under Parnell's pressure the Liberal government introduced Home Rule bills in 1886 and 1893 to give Ireland self-government within the UK; both were defeated, but Home Rule became the central Irish demand.",politics,union-famine-and-the-national-movement,https://terralore.co/country/IRL/chronicle#ev-1886-the-home-rule-bills,2026-08-22
TL:IRL:event:1916:the-easter-rising,IRL,Ireland,1916,24 Apr 1916,,The Easter Rising,"Republicans seized the General Post Office and other Dublin sites and proclaimed an Irish Republic; the rising was suppressed within a week, but the execution of its leaders turned opinion towards independence.",war,rising-independence-and-partition,https://terralore.co/country/IRL/chronicle#ev-1916-the-easter-rising,2026-08-22
TL:IRL:event:1919:war-of-independence,IRL,Ireland,1919,1919–1921,1921,War of Independence,"After Sinn Féin's 1918 victory and the first Dáil in 1919, the IRA waged a guerrilla war against British forces until a truce on 11 July 1921 opened the way to negotiations.",war,rising-independence-and-partition,https://terralore.co/country/IRL/chronicle#ev-1919-war-of-independence,2026-08-22
TL:IRL:event:1921:anglo-irish-treaty,IRL,Ireland,1921,6 Dec 1921,,Anglo-Irish Treaty,"The Treaty signed in London created the Irish Free State as a dominion within the British Empire and confirmed the partition of Ireland, leaving six northern counties in the United Kingdom.",independence,rising-independence-and-partition,https://terralore.co/country/IRL/chronicle#ev-1921-anglo-irish-treaty,2026-08-22
TL:IRL:event:1922:civil-war-over-the-treaty,IRL,Ireland,1922,1922–1923,1923,Civil War over the Treaty,The Treaty split the movement: pro-Treaty forces under Michael Collins fought anti-Treaty republicans under Éamon de Valera in a civil war that the Free State won at heavy cost.,war,rising-independence-and-partition,https://terralore.co/country/IRL/chronicle#ev-1922-civil-war-over-the-treaty,2026-08-22
TL:IRL:event:1949:declaration-of-the-republic,IRL,Ireland,1949,18 Apr 1949,,Declaration of the Republic,"The Republic of Ireland Act, signed 21 December 1948 and in force from 18 April 1949, declared the twenty-six-county state a republic, removed the King's last role and left the Commonwealth.",independence,rising-independence-and-partition,https://terralore.co/country/IRL/chronicle#ev-1949-declaration-of-the-republic,2026-08-22
TL:IRL:event:1955:uk-annexes-rockall,IRL,Ireland,1955,1955,,UK annexes Rockall,British Royal Marines landed on the uninhabited Atlantic islet of Rockall in 1955 and claimed it for the United Kingdom; it was declared part of Scotland by the Island of Rockall Act 1972.,politics,republic-europe-and-the-northern-question,https://terralore.co/country/IRL/chronicle#ev-1955-uk-annexes-rockall,2026-08-22
TL:IRL:event:1973:accession-to-the-european-communities,IRL,Ireland,1973,1 Jan 1973,,Accession to the European Communities,"After a 1972 referendum carried by over 80 per cent, Ireland joined the European Economic Community on 1 January 1973, beginning a transformation from an agricultural economy to a modern European state.",economy,republic-europe-and-the-northern-question,https://terralore.co/country/IRL/chronicle#ev-1973-accession-to-the-european-communities,2026-08-22
TL:IRL:event:1995:the-celtic-tiger,IRL,Ireland,1995,c. 1995–2007,2007,The Celtic Tiger,"From the mid-1990s, foreign direct investment and the single market fuelled rapid growth, the 'Celtic Tiger', turning one of western Europe's poorer countries into one of its most prosperous.",economy,republic-europe-and-the-northern-question,https://terralore.co/country/IRL/chronicle#ev-1995-the-celtic-tiger,2026-08-22
TL:IRL:event:1998:good-friday-belfast-agreement,IRL,Ireland,1998,10 Apr 1998,,Good Friday (Belfast) Agreement,The 1998 Agreement settled the conflict over Northern Ireland on the principle of consent and created power-sharing institutions; Ireland amended Articles 2 and 3 of its Constitution to replace its territorial claim with a peaceful aspiration to unity.,politics,republic-europe-and-the-northern-question,https://terralore.co/country/IRL/chronicle#ev-1998-good-friday-belfast-agreement,2026-08-22
TL:IRL:event:1988:uk-ireland-continental-shelf-agreement,IRL,Ireland,1988,1988,,UK–Ireland continental shelf agreement,"Ireland and the United Kingdom agreed a delimitation of the continental shelf between them; Ireland maintained that Rockall, an uninhabitable rock, generates no continental shelf or exclusive economic zone.",politics,republic-europe-and-the-northern-question,https://terralore.co/country/IRL/chronicle#ev-1988-uk-ireland-continental-shelf-agreement,2026-08-22
